address.allowNewValuationInfo,address.city.name,address.cityName,address.daysOnMarket.realtors,address.houseNumber,address.isPublic,address.municipality.municipalityCode,address.municipality.name,address.place.bbox,address.place.coordinates.lat,address.place.coordinates.lon,address.place.coordinates.type,address.place.name,address.placeName,address.province.name,address.province.provinceCode,address.province.regionCode,address.road.municipalityCode,address.road.name,address.road.roadCode,address.roadName,address.zip.name,address.zip.zipCode,address.zipCode,addressType,coordinates.lat,coordinates.lon,coordinates.type,energyLabel,housingArea,lotArea,monthlyExpense,numberOfRooms,perAreaPrice,priceCash,priceChangePercentage,realtor.associationOfDanishRealtorsMember,realtor.associationOfEloMember,realtor.broadcast.target,realtor.isNew,realtor.preferred,realtor.realtorBranch.name,secondaryAddressType,timeOnMarket.current.days,yearBuilt,address.floor,address.door
False,Ans By,Ans By,,3,True,0,,,0,0,,Iller,Iller,,,0,0,Nedermarksvej,0,Nedermarksvej,Ans By,8643,8643,villa,56.2867,9.612766,EPSG4326,d,250.0,3912.0,2216,7.0,8245,2485000,0.0,False,False,0,False,False,,,5,1906.0,,
False,Holte,Holte,,1B,True,0,,,0,0,,,,,,0,0,Ernst Bojesens Vej,0,Ernst Bojesens Vej,Holte,2840,2840,condo,55.81396,12.469918,EPSG4326,d,79.0,,4703,3.0,34810,2750000,0.0,False,False,0,False,False,,,5,1963.0,1,tv
False,Faxe Ladeplads,Faxe Ladeplads,,15,True,0,,,0,0,,,,,,0,0,Pilevænget,0,Pilevænget,Faxe Ladeplads,4654,4654,villa,55.221954,12.170728,EPSG4326,e,96.0,720.0,1807,3.0,15411,1595000,0.0,False,False,0,False,False,,,5,1967.0,,
False,Vejle,Vejle,,83,True,0,,,0,0,,,,,,0,0,Tårnvej,0,Tårnvej,Vejle,7100,7100,villa,55.671444,9.502968,EPSG4326,d,161.0,2645.0,2678,3.0,7395,1595000,0.0,False,False,0,False,False,,,5,1927.0,,
False,Grindsted,Grindsted,,17,True,0,,,0,0,,,,,,0,0,Jernbanegade,0,Jernbanegade,Grindsted,7200,7200,villa,55.758293,8.929368,EPSG4326,d,238.0,986.0,1808,5.0,5562,1395000,0.0,False,False,0,False,False,,,5,1914.0,,
False,København S,København S,,21,True,0,,,0,0,,,,,,0,0,Oxford Have,0,Oxford Have,København S,2300,2300,terraced house,55.642033,12.608046,EPSG4326,a2010,136.0,117.0,4813,4.0,49228,6695000,0.0,False,False,0,False,False,,,5,2006.0,,
False,Vinderup,Vinderup,,12,True,0,,,0,0,,Handbjerg,Handbjerg,,,0,0,Fjordglimt,0,Fjordglimt,Vinderup,7830,7830,villa,56.470657,8.720983,EPSG4326,d,109.0,830.0,1008,4.0,5361,665000,0.0,False,False,0,False,False,,,5,1977.0,,
False,Slagelse,Slagelse,,5,True,0,,,0,0,,Madslunde,Madslunde,,,0,0,Dragshuse,0,Dragshuse,Slagelse,4200,4200,villa,55.458336,11.481428,EPSG4326,c,185.0,2752.0,1698,5.0,20535,3995000,0.0,False,False,0,False,False,,,5,1880.0,,
False,Rudkøbing,Rudkøbing,,30,True,0,,,0,0,,,,,,0,0,Strandgade,0,Strandgade,Rudkøbing,5900,5900,terraced house,54.938324,10.711426,EPSG4326,c,50.0,109.0,941,2.0,12772,645000,0.0,False,False,0,False,False,,holiday house,5,1827.0,,
False,Sakskøbing,Sakskøbing,,16,True,0,,,0,0,,,,,,0,0,Mellemvang,0,Mellemvang,Sakskøbing,4990,4990,villa,54.80308,11.647493,EPSG4326,e,102.0,685.0,1584,4.0,7143,945000,0.0,False,False,0,False,False,,holiday house,5,1940.0,,
False,Sunds,Sunds,,4,True,0,,,0,0,,,,,,0,0,Nordpassagen,0,Nordpassagen,Sunds,7451,7451,holiday house,56.219013,9.025771,EPSG4326,,121.0,936.0,2480,4.0,35865,3495000,0.0,False,False,0,False,False,,,5,2021.0,,
False,Slagelse,Slagelse,,3,True,0,,,0,0,,,,,,0,0,Marsvej,0,Marsvej,Slagelse,4200,4200,villa,55.409,11.388285,EPSG4326,d,178.0,798.0,2614,7.0,15357,2795000,0.0,False,False,0,False,False,,,5,1972.0,,
False,Store Heddinge,Store Heddinge,,20,True,0,,,0,0,,,,,,0,0,Østergade,0,Østergade,Store Heddinge,4660,4660,villa,55.30872,12.392641,EPSG4326,d,142.0,783.0,1992,3.0,13340,1895000,0.0,False,False,0,False,False,,,5,1917.0,,
False,Aarhus C,Aarhus C,,7,True,0,,,0,0,,,,,,0,0,Tage-Hansens Gade,0,Tage-Hansens Gade,Aarhus C,8000,8000,condo,56.157593,10.184184,EPSG4326,d,69.0,,2828,2.0,36159,2495000,0.0,False,False,0,False,False,,,5,1945.0,5,tv
False,Ringsted,Ringsted,,55,True,0,,,0,0,,Benløse,Benløse,,,0,0,Benløseparken,0,Benløseparken,Ringsted,4100,4100,condo,55.464233,11.789962,EPSG4326,c,59.0,,2170,2.0,17797,1050000,0.0,False,False,0,False,False,,,5,1975.0,1,th
False,Aarhus C,Aarhus C,,6,True,0,,,0,0,,,,,,0,0,J. Michaelsens Gade,0,J. Michaelsens Gade,Aarhus C,8000,8000,condo,56.143883,10.20249,EPSG4326,d,58.0,,2653,2.0,49966,2898000,0.0,False,False,0,False,False,,,5,1908.0,1,tv
False,Vojens,Vojens,,7,True,0,,,0,0,,,,,,0,0,Margretheparken,0,Margretheparken,Vojens,6500,6500,cooperative,55.247192,9.302662,EPSG4326,b,88.0,,3565,3.0,5114,450000,0.0,False,False,0,False,False,,,5,1989.0,,
False,Søllested,Søllested,,40,True,0,,,0,0,,,,,,0,0,Hovedgaden,0,Hovedgaden,Søllested,4920,4920,villa,54.81334,11.272651,EPSG4326,c,209.0,580.0,1142,7.0,3720,785000,0.0,False,False,0,False,False,,,5,1907.0,,
False,Hasle,Hasle,,22,True,0,,,0,0,,,,,,0,0,Hasle Hytteby,0,Hasle Hytteby,Hasle,3790,3790,holiday house,55.176224,14.7142725,EPSG4326,,12.0,8878.0,1407,1.0,19167,230000,0.0,False,False,0,False,False,,,5,1986.0,,
False,Vinderup,Vinderup,,11,True,0,,,0,0,,,,,,0,0,Skolevej,0,Skolevej,Vinderup,7830,7830,villa,56.48004,8.785071,EPSG4326,c,168.0,1316.0,1202,7.0,7320,1345000,0.0,False,False,0,False,False,,,5,1938.0,,
False,Kongens Lyngby,Kongens Lyngby,,209,True,0,,,0,0,,,,,,0,0,Eremitageparken,0,Eremitageparken,Kongens Lyngby,2800,2800,condo,55.793793,12.535022,EPSG4326,c,70.0,,4487,2.0,31357,2195000,0.0,False,False,0,False,False,,,5,1972.0,1,d
False,Billund,Billund,,83,True,0,,,0,0,,,,,,0,0,Tingstedet,0,Tingstedet,Billund,7190,7190,villa,55.71426,9.108096,EPSG4326,b,159.0,1086.0,1934,6.0,18042,2995000,0.0,False,False,0,False,False,,,5,1997.0,,
False,Mesinge,Mesinge,,2,True,0,,,0,0,,,,,,0,0,Esterhøjvej,0,Esterhøjvej,Mesinge,5370,5370,villa,55.49916,10.647271,EPSG4326,c,154.0,720.0,1559,5.0,7808,1250000,0.0,False,False,0,False,False,,,5,1963.0,,
False,Nørresundby,Nørresundby,,106,True,0,,,0,0,,,,,,0,0,Østerbrogade,0,Østerbrogade,Nørresundby,9400,9400,condo,57.058037,9.924689,EPSG4326,c,131.0,,4354,5.0,20420,2675000,0.0,False,False,0,False,False,,,5,1966.0,6,
False,Frederiksberg C,Frederiksberg C,,24,True,0,,,0,0,,,,,,0,0,Platanvej,0,Platanvej,Frederiksberg C,1810,1810,condo,55.671276,12.539206,EPSG4326,c,115.0,,6699,4.0,65174,7495000,0.0,False,False,0,False,False,,,5,1970.0,5,1
False,Frederikshavn,Frederikshavn,,4,True,0,,,0,0,,,,,,0,0,Jegenvej,0,Jegenvej,Frederikshavn,9900,9900,farm,57.405357,10.51985,EPSG4326,a2010,236.0,59563.0,3671,5.0,17175,4645000,0.0,False,False,0,False,False,,,5,1890.0,,
False,Ærøskøbing,Ærøskøbing,,53,True,0,,,0,0,,Ærøskøbing,Ærøskøbing,,,0,0,Vestergade,0,Vestergade,Ærøskøbing,5970,5970,villa,54.887794,10.409077,EPSG4326,e,206.0,362.0,1866,9.0,8495,1750000,0.0,False,False,0,False,False,,,5,1908.0,,
False,Solrød Strand,Solrød Strand,,27,True,0,,,0,0,,Karlstrup,Karlstrup,,,0,0,Troldmands Allé,0,Troldmands Allé,Solrød Strand,2680,2680,terraced house,55.546074,12.236478,EPSG4326,a2010,125.0,204.0,4222,5.0,36396,4595000,0.0,False,False,0,False,False,,,5,2017.0,,
False,Kirke Hyllinge,Kirke Hyllinge,,1,True,0,,,0,0,,Kyndeløse,Kyndeløse,,,0,0,Drosselvænget,0,Drosselvænget,Kirke Hyllinge,4070,4070,holiday house,55.704174,11.860644,EPSG4326,,37.0,813.0,1176,2.0,28243,1045000,0.0,False,False,0,False,False,,,5,1968.0,,
False,Thisted,Thisted,,11,True,0,,,0,0,,Tingstrup,Tingstrup,,,0,0,Thorstedvej,0,Thorstedvej,Thisted,7700,7700,villa,56.959682,8.669642,EPSG4326,e,133.0,700.0,1662,4.0,7586,1175000,0.0,False,False,0,False,False,,,5,1959.0,,
False,Tjele,Tjele,,5B,True,0,,,0,0,,Løvel,Løvel,,,0,0,Hvidkløvervej,0,Hvidkløvervej,Tjele,8830,8830,cooperative,56.530243,9.468573,EPSG4326,d,88.0,,2320,4.0,4489,395000,0.0,False,False,0,False,False,,,5,1991.0,,
False,Børkop,Børkop,,4,True,0,,,0,0,,Skærup,Skærup,,,0,0,Munkedalen,0,Munkedalen,Børkop,7080,7080,villa,55.639946,9.599206,EPSG4326,b,192.0,752.0,1859,6.0,10948,2195000,0.0,False,False,0,False,False,,,5,1970.0,,
False,Langeskov,Langeskov,,14,True,0,,,0,0,,,,,,0,0,Kastanievej,0,Kastanievej,Langeskov,5550,5550,villa,55.363274,10.590733,EPSG4326,d,120.0,970.0,1588,4.0,12684,1895000,0.0,False,False,0,False,False,,,5,1983.0,,
False,København V,København V,,50,True,0,,,0,0,,,,,,0,0,Matthæusgade,0,Matthæusgade,København V,1666,1666,condo,55.669777,12.546505,EPSG4326,b,70.0,,6688,2.0,54214,3795000,0.0,False,False,0,False,False,,,5,1971.0,5,56
False,Juelsminde,Juelsminde,,11,True,0,,,0,0,,Klakring,Klakring,,,0,0,Kokborgvej,0,Kokborgvej,Juelsminde,7130,7130,villa,55.70783,9.963807,EPSG4326,f,115.0,1058.0,1334,4.0,4440,595000,0.0,False,False,0,False,False,,,5,1885.0,,
False,Frederiksberg,Frederiksberg,,116,True,0,,,0,0,,,,,,0,0,Roskildevej,0,Roskildevej,Frederiksberg,2000,2000,condo,55.672596,12.497934,EPSG4326,d,86.0,,5460,4.0,49942,4295000,0.0,False,False,0,False,False,,,5,1953.0,6,tv
False,Hornslet,Hornslet,,186,True,0,,,0,0,,,,,,0,0,Vendehøj,0,Vendehøj,Hornslet,8543,8543,terraced house,56.30582,10.31798,EPSG4326,a2015,104.0,308.0,2703,3.0,24829,2725000,0.0,False,False,0,False,False,,,5,2022.0,,
False,Skjern,Skjern,,45,True,0,,,0,0,,,,,,0,0,Ånumvej,0,Ånumvej,Skjern,6900,6900,villa,55.943363,8.509963,EPSG4326,d,166.0,814.0,1674,5.0,8222,1450000,0.0,False,False,0,False,False,,,5,1972.0,,
False,Barrit,Barrit,,15,True,0,,,0,0,,Breth,Breth,,,0,0,Surmosevej,0,Surmosevej,Barrit,7150,7150,villa,55.742237,9.901871,EPSG4326,e,166.0,1145.0,1367,4.0,7057,1295000,0.0,False,False,0,False,False,,,5,1850.0,,
False,Allerød,Allerød,,17,True,0,,,0,0,,,,,,0,0,Skovmarken,0,Skovmarken,Allerød,3450,3450,villa,55.87481,12.385621,EPSG4326,d,140.0,801.0,4938,5.0,31335,4495000,0.0,False,False,0,False,False,,,5,1970.0,,
False,Korsør,Korsør,,19,True,0,,,0,0,,,,,,0,0,Alhøjvænget,0,Alhøjvænget,Korsør,4220,4220,villa,55.3174,11.160513,EPSG4326,c,142.0,828.0,2066,4.0,17030,2385000,0.0,False,False,0,False,False,,,5,1980.0,,
False,Græsted,Græsted,,10,True,0,,,0,0,,Esbønderup Skovhuse,Esbønderup Skovhuse,,,0,0,Kukkerbakkevej,0,Kukkerbakkevej,Græsted,3230,3230,villa,56.04214,12.35197,EPSG4326,g,141.0,1226.0,3536,5.0,18918,2745000,0.0,False,False,0,False,False,,,5,1937.0,,
False,Ebeltoft,Ebeltoft,,5,True,0,,,0,0,,Handrup,Handrup,,,0,0,Poppelvej,0,Poppelvej,Ebeltoft,8400,8400,holiday house,56.229946,10.639218,EPSG4326,,103.0,1080.0,2490,4.0,36676,3895000,0.0,False,False,0,False,False,,,5,1964.0,,
False,Jægerspris,Jægerspris,,6,True,0,,,0,0,,Dalby Huse,Dalby Huse,,,0,0,Dyssebjerg,0,Dyssebjerg,Jægerspris,3630,3630,holiday house,55.813934,11.943247,EPSG4326,,70.0,1031.0,1922,3.0,21661,1695000,0.0,False,False,0,False,False,,,5,1967.0,,
False,Maribo,Maribo,,10,True,0,,,0,0,,,,,,0,0,Boisens Vej,0,Boisens Vej,Maribo,4930,4930,villa,54.7733,11.519533,EPSG4326,c,128.0,700.0,1609,4.0,12845,1675000,0.0,False,False,0,False,False,,,5,1963.0,,
False,Ikast,Ikast,,33,True,0,,,0,0,,,,,,0,0,Glentevej,0,Glentevej,Ikast,7430,7430,villa,56.129555,9.140672,EPSG4326,b,148.0,872.0,1623,5.0,14111,2195000,0.0,False,False,0,False,False,,,5,1976.0,,
False,Ishøj,Ishøj,,75,True,0,,,0,0,,,,,,0,0,Vejlebrovej,0,Vejlebrovej,Ishøj,2635,2635,condo,55.61722,12.364041,EPSG4326,c,66.0,,2361,2.0,27955,1845000,0.0,False,False,0,False,False,,,5,1977.0,1,296
False,Frederiksberg,Frederiksberg,,154,True,0,,,0,0,,,,,,0,0,Nordre Fasanvej,0,Nordre Fasanvej,Frederiksberg,2000,2000,condo,55.693176,12.532765,EPSG4326,c,80.0,,3472,4.0,58688,4695000,0.0,False,False,0,False,False,,,5,1900.0,2,th
False,Tommerup,Tommerup,,24,True,0,,,0,0,,Tommerup St,Tommerup St,,,0,0,Gartnervænget,0,Gartnervænget,Tommerup,5690,5690,terraced house,55.345478,10.175236,EPSG4326,c,98.0,,1781,4.0,12194,1195000,0.0,False,False,0,False,False,,,5,1981.0,,
False,København Ø,København Ø,,5,True,0,,,0,0,,,,,,0,0,Herninggade,0,Herninggade,København Ø,2100,2100,condo,55.70738,12.58839,EPSG4326,d,64.0,1163.0,4037,2.0,66406,4250000,0.0,False,False,0,False,False,,,5,1935.0,4,th
False,Horsens,Horsens,,32,True,0,,,0,0,,,,,,0,0,Kornblomsten,0,Kornblomsten,Horsens,8700,8700,villa,55.82605,9.857878,EPSG4326,a2015,154.0,839.0,2361,5.0,23285,3750000,0.0,False,False,0,False,False,,,5,2017.0,,
False,Grenaa,Grenaa,,10,True,0,,,0,0,,,,,,0,0,Ramskovvej,0,Ramskovvej,Grenaa,8500,8500,villa,56.38236,10.894917,EPSG4326,a2020,177.0,1060.0,2021,5.0,19670,3875000,0.0,False,False,0,False,False,,,5,2021.0,,
False,Birkerød,Birkerød,,7,True,0,,,0,0,,,,,,0,0,Abildgårdsparken,0,Abildgårdsparken,Birkerød,3460,3460,villa,55.82416,12.420606,EPSG4326,d,147.0,1261.0,5886,6.0,29734,6250000,0.0,False,False,0,False,False,,,5,1966.0,,
False,Løkken,Løkken,,2,True,0,,,0,0,,Munkens Klit,Munkens Klit,,,0,0,Ingeborgvej,0,Ingeborgvej,Løkken,9480,9480,holiday house,57.331375,9.679128,EPSG4326,,100.0,101817.0,2780,4.0,7950,795000,0.0,False,False,0,False,False,,,5,1978.0,,302
False,Barrit,Barrit,,7,True,0,,,0,0,,,,,,0,0,Vævergade,0,Vævergade,Barrit,7150,7150,villa,55.707935,9.904276,EPSG4326,c,152.0,825.0,1212,4.0,8186,1295000,0.0,False,False,0,False,False,,,5,1928.0,,
False,Haarby,Haarby,,11,True,0,,,0,0,,Strandby,Strandby,,,0,0,Strandbyvej,0,Strandbyvej,Haarby,5683,5683,villa,55.20274,10.103548,EPSG4326,d,221.0,1391.0,1737,5.0,8993,1995000,0.0,False,False,0,False,False,,holiday house,5,1934.0,,
False,Horsens,Horsens,,5,True,0,,,0,0,,,,,,0,0,Baldersgade,0,Baldersgade,Horsens,8700,8700,villa,55.85522,9.837647,EPSG4326,c,124.0,354.0,1591,5.0,13749,1995000,0.0,False,False,0,False,False,,,5,1952.0,,
False,Hvide Sande,Hvide Sande,,65,True,0,,,0,0,,Haurvig,Haurvig,,,0,0,Kr Madsens Vej,0,Kr Madsens Vej,Hvide Sande,6960,6960,holiday house,55.92822,8.163395,EPSG4326,,60.0,1512.0,48480,4.0,11583,695000,0.0,False,False,0,False,False,,,5,1977.0,,
False,Ry,Ry,,1,True,0,,,0,0,,,,,,0,0,Vessø Bakke,0,Vessø Bakke,Ry,8680,8680,villa,56.080616,9.790598,EPSG4326,a2015,148.0,507.0,2834,5.0,32546,4999000,0.0,False,False,0,False,False,,,5,2020.0,,
False,Horsens,Horsens,,98,True,0,,,0,0,,,,,,0,0,Hvedevænget,0,Hvedevænget,Horsens,8700,8700,villa,55.835453,9.824904,EPSG4326,c,136.0,1046.0,2133,6.0,15112,2195000,0.0,False,False,0,False,False,,,5,1974.0,,
False,Odense V,Odense V,,163,True,0,,,0,0,,Ejlstrup,Ejlstrup,,,0,0,Ejlstrupvej,0,Ejlstrupvej,Odense V,5200,5200,villa,55.404633,10.275644,EPSG4326,d,80.0,940.0,1530,3.0,11994,1495000,0.0,False,False,0,False,False,,,5,1958.0,,
False,Kalundborg,Kalundborg,,2,True,0,,,0,0,,,,,,0,0,Leren,0,Leren,Kalundborg,4400,4400,villa,55.651974,11.183748,EPSG4326,b,117.0,5110.0,2465,5.0,14497,2995000,0.0,False,False,0,False,False,,,5,1900.0,,
False,Varde,Varde,,6,True,0,,,0,0,,Varde,Varde,,,0,0,Bakkevej,0,Bakkevej,Varde,6800,6800,villa,55.613495,8.481251,EPSG4326,f,102.0,1480.0,2154,5.0,10295,1398000,0.0,False,False,0,False,False,,,5,1953.0,,
False,Hjørring,Hjørring,,19,True,0,,,0,0,,,,,,0,0,Skovvej,0,Skovvej,Hjørring,9800,9800,villa,57.441372,9.99818,EPSG4326,c,142.0,850.0,1251,6.0,15882,2295000,0.0,False,False,0,False,False,,,5,1964.0,,
False,Rønne,Rønne,,40C,True,0,,,0,0,,Rønne,Rønne,,,0,0,Søndergade,0,Søndergade,Rønne,3700,3700,cooperative,55.096905,14.701961,EPSG4326,c,67.0,435.0,4684,2.0,5799,388532,0.0,False,False,0,False,False,,,5,1900.0,,
False,Hobro,Hobro,,1,True,0,,,0,0,,,,,,0,0,Finlandsvej,0,Finlandsvej,Hobro,9500,9500,villa,56.63333,9.815085,EPSG4326,c,172.0,714.0,1706,5.0,8129,1445000,0.0,False,False,0,False,False,,,5,1969.0,,
False,Odense C,Odense C,,14,True,0,,,0,0,,,,,,0,0,Stokrosevej,0,Stokrosevej,Odense C,5000,5000,condo,55.409073,10.411256,EPSG4326,c,53.0,,2278,2.0,20660,1095000,0.0,False,False,0,False,False,,,5,1947.0,2,tv
False,Greve,Greve,,38,True,0,,,0,0,,,,,,0,0,Rosengårdsminde,0,Rosengårdsminde,Greve,2670,2670,terraced house,55.597565,12.266788,EPSG4326,a2010,90.0,191.0,3017,3.0,39989,3695000,0.0,False,False,0,False,False,,,5,2021.0,,
False,Nørre Alslev,Nørre Alslev,,15,True,0,,,0,0,,Gundslev,Gundslev,,,0,0,Skovbyvej,0,Skovbyvej,Nørre Alslev,4840,4840,villa,54.900932,11.941716,EPSG4326,,90.0,1075.0,1208,3.0,5156,495000,0.0,False,False,0,False,False,,,5,1957.0,,
False,Storvorde,Storvorde,,3,True,0,,,0,0,,Egense,Egense,,,0,0,Kongeørnen,0,Kongeørnen,Storvorde,9280,9280,holiday house,56.97955,10.2783165,EPSG4326,,104.0,1200.0,1232,5.0,14772,1280000,0.0,False,False,0,False,False,,,5,2006.0,,
False,Aalborg,Aalborg,,11,True,0,,,0,0,,,,,,0,0,Boeck-Hansens Vej,0,Boeck-Hansens Vej,Aalborg,9000,9000,condo,57.034092,9.934699,EPSG4326,a2015,94.0,,2303,3.0,30830,2898000,0.0,False,False,0,False,False,,,5,2019.0,3,2
False,Aalborg,Aalborg,,52,True,0,,,0,0,,,,,,0,0,Østre Havnegade,0,Østre Havnegade,Aalborg,9000,9000,condo,57.04834,9.934695,EPSG4326,a2010,152.0,,5626,3.0,42730,6495000,0.0,False,False,0,False,False,,,5,2015.0,5,mf
False,Skanderborg,Skanderborg,,39,True,0,,,0,0,,Vrold,Vrold,,,0,0,Skovparken,0,Skovparken,Skanderborg,8660,8660,villa,56.033516,9.902186,EPSG4326,d,173.0,905.0,2773,5.0,18471,3250000,0.0,False,False,0,False,False,,,5,1969.0,,
False,Silkeborg,Silkeborg,,66,True,0,,,0,0,,Kragelund,Kragelund,,,0,0,Engesvangvej,0,Engesvangvej,Silkeborg,8600,8600,villa,56.193592,9.391096,EPSG4326,a2015,157.0,788.0,2217,4.0,22099,3695000,0.0,False,False,0,False,False,,,5,2023.0,,
False,Stege,Stege,,11,True,0,,,0,0,,Ulvshale,Ulvshale,,,0,0,Cypresvænget,0,Cypresvænget,Stege,4780,4780,holiday house,55.04585,12.255976,EPSG4326,,70.0,1215.0,1653,4.0,18000,1395000,0.0,False,False,0,False,False,,,5,1987.0,,
False,Rømø,Rømø,,27,True,0,,,0,0,,Havneby,Havneby,,,0,0,Klokkelyngvej,0,Klokkelyngvej,Rømø,6792,6792,condo,55.08688,8.552013,EPSG4326,,97.0,610.0,4760,4.0,10052,975000,0.0,False,False,0,False,False,,holiday house,5,2007.0,,
False,Brønderslev,Brønderslev,,92,True,0,,,0,0,,,,,,0,0,Asgård,0,Asgård,Brønderslev,9700,9700,villa,57.288044,9.947176,EPSG4326,c,157.0,980.0,1870,6.0,13287,2195000,0.0,False,False,0,False,False,,,5,1977.0,,
False,Charlottenlund,Charlottenlund,,1E,True,0,,,0,0,,,,,,0,0,Holmegårdsvej,0,Holmegårdsvej,Charlottenlund,2920,2920,condo,55.764294,12.578988,EPSG4326,d,78.0,,1794,3.0,48654,3795000,0.0,False,False,0,False,False,,,5,1939.0,1,th
False,Odense NV,Odense NV,,155,True,0,,,0,0,,Slukefter,Slukefter,,,0,0,Rensdyrløkken,0,Rensdyrløkken,Odense NV,5210,5210,terraced house,55.42713,10.259624,EPSG4326,c,138.0,307.0,1629,5.0,15628,2095000,0.0,False,False,0,False,False,,,5,1976.0,,
False,Skærbæk,Skærbæk,,8,False,0,,,0,0,,,,,,0,0,Jernbanegade,0,Jernbanegade,Skærbæk,6780,6780,villa,55.158314,8.7699175,EPSG4326,d,238.0,621.0,1793,7.0,3773,898000,0.0,False,False,0,False,False,,,5,1907.0,,
False,København Ø,København Ø,,8,True,0,,,0,0,,,,,,0,0,Eckersbergsgade,0,Eckersbergsgade,København Ø,2100,2100,terraced house,55.69151,12.575583,EPSG4326,d,135.0,75.0,8406,5.0,91997,13795000,0.0,False,False,0,False,False,,,5,1883.0,,
False,Herning,Herning,,21,True,0,,,0,0,,Tjørring,Tjørring,,,0,0,Fuglsang Holm,0,Fuglsang Holm,Herning,7400,7400,villa,56.157925,8.94428,EPSG4326,,190.0,260.0,3103,,25526,4850000,0.0,False,False,0,False,False,,,5,2025.0,,
False,Kalundborg,Kalundborg,,1,True,0,,,0,0,,,,,,0,0,Smedelinien,0,Smedelinien,Kalundborg,4400,4400,holiday house,55.71575,11.013548,EPSG4326,,133.0,1776.0,2671,5.0,18294,3195000,0.0,False,False,0,False,False,,,5,1998.0,,
False,Vejle,Vejle,,69,True,0,,,0,0,,,,,,0,0,H C Lumbyes Vej,0,H C Lumbyes Vej,Vejle,7100,7100,terraced house,55.674587,9.567171,EPSG4326,c,100.0,,2100,4.0,16950,1695000,0.0,False,False,0,False,False,,,5,1987.0,,
False,Gedved,Gedved,,18,True,0,,,0,0,,,,,,0,0,Præstehøj,0,Præstehøj,Gedved,8751,8751,villa,55.9287,9.851036,EPSG4326,b,124.0,894.0,2026,4.0,16756,2195000,0.0,False,False,0,False,False,,,5,2005.0,,
False,Holstebro,Holstebro,,56,True,0,,,0,0,,,,,,0,0,P O Pedersens Vej,0,P O Pedersens Vej,Holstebro,7500,7500,villa,56.3782,8.598582,EPSG4326,c,135.0,957.0,1838,5.0,13322,1895000,0.0,False,False,0,False,False,,,5,1973.0,,
False,Karup J,Karup J,,1,True,0,,,0,0,,Skelhøje,Skelhøje,,,0,0,Lysgårdvej,0,Lysgårdvej,Karup J,7470,7470,villa,56.359634,9.296966,EPSG4326,d,162.0,788.0,1397,6.0,6211,1095000,0.0,False,False,0,False,False,,,5,1907.0,,
False,Hemmet,Hemmet,,3,True,0,,,0,0,,,,,,0,0,Galochen,0,Galochen,Hemmet,6893,6893,holiday house,55.876057,8.336647,EPSG4326,,61.0,1020.0,2012,4.0,10595,695000,0.0,False,False,0,False,False,,,5,1967.0,,
False,Aarhus C,Aarhus C,,9,True,0,,,0,0,,,,,,0,0,Frederiksgade,0,Frederiksgade,Aarhus C,8000,8000,condo,56.156067,10.20666,EPSG4326,a2010,114.0,,4310,3.0,34193,3898000,0.0,False,False,0,False,False,,,5,2005.0,2,3
False,Nyrup,Nyrup,,1,True,0,,,0,0,,,,,,0,0,Solvænget,0,Solvænget,Nyrup,4296,4296,villa,55.543365,11.652417,EPSG4326,c,123.0,677.0,1538,4.0,11536,1645000,0.0,False,False,0,False,False,,,5,1970.0,,
False,Dronninglund,Dronninglund,,10,True,0,,,0,0,,,,,,0,0,Asåvej,0,Asåvej,Dronninglund,9330,9330,farm,57.159344,10.320134,EPSG4326,f,177.0,30000.0,2506,5.0,10922,1895000,0.0,False,False,0,False,False,,farm,5,1950.0,,
False,Slagelse,Slagelse,,31,True,0,,,0,0,,,,,,0,0,Søndermarksvej,0,Søndermarksvej,Slagelse,4200,4200,condo,55.4078,11.389755,EPSG4326,c,107.0,,2843,3.0,9299,995000,0.0,False,False,0,False,False,,,5,1971.0,1,th
False,København S,København S,,138,True,0,,,0,0,,,,,,0,0,Amagerfælledvej,0,Amagerfælledvej,København S,2300,2300,condo,55.65638,12.59078,EPSG4326,a2015,90.0,,3798,3.0,52167,4695000,0.0,False,False,0,False,False,,,5,2018.0,5,tv
False,Bredsten,Bredsten,,2,True,0,,,0,0,,,,,,0,0,Mejerivej,0,Mejerivej,Bredsten,7182,7182,villa,55.702328,9.382371,EPSG4326,c,249.0,2105.0,2167,8.0,7486,1895000,0.0,False,False,0,False,False,,,5,1932.0,,
False,Vejle,Vejle,,16,True,0,,,0,0,,,,,,0,0,Mirabelstræde,0,Mirabelstræde,Vejle,7100,7100,villa,55.7172,9.545881,EPSG4326,c,172.0,370.0,2881,6.0,19240,3495000,0.0,False,False,0,False,False,,,5,1995.0,,
False,Toftlund,Toftlund,,4B,True,0,,,0,0,,Åbøl,Åbøl,,,0,0,Åbølvej,0,Åbølvej,Toftlund,6520,6520,villa,55.232418,9.124296,EPSG4326,e,156.0,1267.0,938,4.0,2211,350000,0.0,False,False,0,False,False,,,5,1978.0,,
False,Kolding,Kolding,,97,True,0,,,0,0,,Strandhuse,Strandhuse,,,0,0,Fjordvej,0,Fjordvej,Kolding,6000,6000,villa,55.498833,9.52919,EPSG4326,c,189.0,741.0,5248,6.0,28828,6495000,0.0,False,False,0,False,False,,,5,1947.0,,
